date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:12:28	108198/108198	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/index-three.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/index-three.html	(from )
21:12:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Jan%202026%2002:12:28%20GMT	https://wowtheme7.com/robots.txt		(from )
21:12:28	706/706	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:32%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/favicon.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/favicon.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:29	148515/148515	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20May%202025%2022:40:32%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/css/main.css	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/css/main.css	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:29	11779/11779	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20May%202025%2022:40:32%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/css/responsive.css	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/css/responsive.css	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:29	3553/3553	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20May%202025%2022:40:32%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/css/rtl-version.css	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/css/rtl-version.css	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:29	2062/2062	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20May%202025%2022:40:32%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/css/template-settings.css	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/css/template-settings.css	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:30	121306/121306	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/index.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/index.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:30	1349/1349	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/logo.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/logo.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:30	338590/338590	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/index-two.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/index-two.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:30	121864/121864	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/index-four.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/index-four.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:30	61654/61654	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/about-us.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/about-us.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:31	66366/66366	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/games.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/games.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:31	292743/292743	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/games-two.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/games-two.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:31	62187/62187	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/game-details.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/game-details.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:31	67609/67609	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/lottery.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/lottery.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:32	99228/99228	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/lottery-contest.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/lottery-contest.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:32	54866/54866	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/lottery-result.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/lottery-result.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:32	99101/99101	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/lottery-details.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/lottery-details.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:32	134780/134780	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/faq.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/faq.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:32	11000/11000	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2021:49:38%20GMT	https://wowtheme7.com/tf/betwins/betwins/sign-in.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/sign-in.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:33	12032/12032	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2021:49:56%20GMT	https://wowtheme7.com/tf/betwins/betwins/sign-up.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/sign-up.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:33	8641/8641	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2021:44:24%20GMT	https://wowtheme7.com/tf/betwins/betwins/coming-soon.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/coming-soon.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:33	6931/6931	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2021:44:24%20GMT	https://wowtheme7.com/tf/betwins/betwins/404.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/404.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:33	43835/43835	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/blog.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/blog.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:34	50319/50319	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/blog-grid.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/blog-grid.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:34	61051/61051	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/blog-details.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/blog-details.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:34	37333/37333	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2022:41:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/contact-us.html	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/contact-us.html	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:34	38049/38049	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:52%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-bg.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-bg.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:34	1194/1194	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:44%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/avatar/seven.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/avatar/seven.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:35	1277/1277	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:44%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/avatar/five.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/avatar/five.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:35	1457/1457	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:44%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/avatar/four.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/avatar/four.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:35	993/993	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:44%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/avatar/six.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/avatar/six.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:35	43593/43593	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:54%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-thumb.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-thumb.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:36	8790/8790	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:54%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-left.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-left.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:36	11116/11116	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:54%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-right.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/banner/banner-two-right.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:36	8412/8412	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:04%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/rocket.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/rocket.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:36	838/838	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/one.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/one.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:36	889/889	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/two.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/two.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:37	798/798	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/three.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/three.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:37	793/793	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/four.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/four.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:37	806/806	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/five.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/five.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
